Source,Target
1483,1981
1483,1771
1484,1981
1484,1839
1484,1605
1484,1608
1485,1544
1485,1811
1485,1579
1485,1846
1486,1549
1487,1779
1488,1755
1489,1837
1489,1924
1490,1767
1490,1752
1490,1973
1490,1608
1491,1505
1491,1727
1491,1510
1493,1889
1494,1896
1494,1790
1494,1994
1496,1842
1497,1895
1498,1548
1498,1528
1499,1967
1499,1817
1499,1931
1500,1555
1501,1512
1501,1633
1501,1834
1501,1685
1501,1793
1503,1545
1504,1698
1505,1712
1505,1606
1506,1816
1507,1889
1509,1758
1509,1614
1509,1930
1510,1727
1510,1586
1511,1786
1511,1718
1511,1652
1511,1638
1511,1834
1512,1685
1512,1837
1513,1754
1513,1923
1513,1653
1514,1984
1514,1919
1514,1904
1515,1740
1515,1703
1515,1594
1516,1897
1516,1679
1516,1701
1516,1650
1516,1940
1517,1777
1518,1895
1518,1971
1518,1934
1518,1603
1518,1972
1519,1841
1520,1553
1521,1816
1521,1562
1521,1715
1523,1778
1523,1636
1524,1789
1525,1601
1525,1835
1525,1891
1526,1897
1528,1579
1529,1590
1529,1941
1530,1789
1531,1712
1531,1939
1533,1558
1533,1782
1533,1685
1534,1977
1534,1798
1535,1877
1535,1701
1535,1884
1535,1940
1536,1559
1537,1945
1539,1964
1539,1936
1540,1892
1541,1961
1542,1604
1543,1547
1543,1567
1544,1770
1545,1668
1545,1781
1547,1739
1547,1772
1547,1924
1548,1635
1550,1630
1550,1982
1552,1787
1552,1974
1553,1900
1554,1761
1555,1779
1555,1623
1556,1714
1556,1897
1556,1679
1557,1672
1557,1776
1557,1867
1558,1918
1558,1866
1559,1754
1559,1982
1561,1850
1562,1799
1563,1865
1564,1605
1567,1902
1567,1856
1568,1633
1570,1703
1571,1816
1573,1683
1574,1921
1574,1775
1576,1987
1576,1980
1577,1906
1577,1678
1578,1672
1579,1723
1579,1997
1581,1960
1581,1757
1581,1888
1582,1895
1582,1677
1582,1696
1582,1936
1582,1818
1583,1664
1585,1975
1587,1694
1588,1867
1588,1686
1590,1977
1591,1943
1591,1792
1592,1656
1595,1599
1596,1822
1597,1981
1597,1987
1597,1882
1599,1853
1599,1678
1600,1781
1600,1668
1601,1891
1601,1863
1602,1756
1602,1760
1602,1822
1602,1700
1602,1930
1603,1901
1603,1966
1603,1972
1604,1898
1605,1987
1605,1691
1605,1841
1606,1947
1606,1669
1606,1712
1606,1755
1607,1942
1607,1671
1607,1966
1608,1767
1608,1709
1609,1837
1610,1823
1612,1904
1613,1864
1615,1811
1616,1894
1617,1849
1619,1843
1620,1931
1622,1633
1627,1712
1628,1820
1629,1809
1630,1928
1631,1859
1631,1634
1632,1987
1634,1870
1637,1820
1641,1980
1644,1818
1645,1860
1646,1936
1650,1701
1650,1824
1650,1940
1651,1918
1651,1726
1652,1862
1654,1940
1655,1778
1655,1745
1656,1676
1656,1761
1656,1968
1656,1905
1658,1825
1658,1924
1659,1756
1659,1930
1660,1969
1662,1673
1662,1694
1664,1716
1665,1677
1665,1899
1668,1684
1668,1791
1672,1680
1674,1922
1675,1894
1676,1780
1676,1905
1677,1975
1677,1899
1678,1853
1680,1898
1681,1896
1681,1970
1682,1905
1684,1707
1686,1898
1686,1957
1686,1937
1690,1838
1694,1970
1695,1930
1699,1856
1699,1878
1700,1757
1703,1866
1704,1944
1705,1999
1706,1786
1708,1963
1711,1921
1712,1936
1713,1733
1713,1942
1714,1940
1717,1985
1718,1862
1720,1890
1721,1820
1726,1950
1729,1979
1729,1905
1729,1968
1729,1830
1730,1968
1731,1780
1731,1979
1731,1905
1732,1825
1732,1783
1734,1810
1736,1864
1737,1954
1741,1984
1742,1974
1743,1756
1743,1760
1744,1885
1744,1940
1748,1903
1751,1800
1754,1982
1754,1765
1758,1953
1758,1955
1759,1797
1759,1835
1760,1921
1760,1822
1762,1896
1763,1912
1763,1855
1764,1964
1765,1982
1767,1865
1769,1974
1773,1871
1774,1786
1776,1898
1777,1786
1778,1788
1778,1893
1779,1808
1780,1905
1782,1871
1782,1965
1784,1959
1788,1815
1789,1850
1792,1943
1793,1994
1795,1902
1798,1977
1807,1938
1810,1833
1811,1922
1811,1999
1812,1843
1812,1998
1814,1929
1815,1893
1817,1931
1817,1967
1817,1845
1820,1952
1827,1859
1833,1899
1835,1863
1837,1907
1838,1889
1844,1979
1845,1905
1847,1977
1848,1953
1851,1950
1854,1894
1860,1873
1867,1935
1868,1900
1869,1996
1885,1897
1894,1946
1895,1964
1896,1952
1896,1970
1897,1962
1898,1995
1898,1935
1898,1937
1901,1934
1901,1971
1901,1972
1904,1919
1907,1959
1910,1973
1915,1951
1919,1954
1920,1963
1922,1999
1923,1982
1927,1936
1931,1969
1938,1985
1939,1947
1968,1979
1972,1992
